Number,State,Value,Param bagging_fraction,Param bagging_freq,Param feature_fraction,Param lambda_l1,Param lambda_l2,Param max_depth,Param min_child_samples,Param min_split_gain,Param num_leaves,UserAttribute test_score
91,COMPLETE,0.3617678049063973,0.8446048840061451,4,0.41740528438663477,0.00032319764850881604,0.3232942376993614,10,23,0.218864556289908,100,0.32009113164366676
92,COMPLETE,0.37739894729472934,0.8749842010326931,4,0.40490737173379043,0.0005398567956821083,0.9966930426447016,9,22,0.1254391917885817,93,0.32615426460512253
93,COMPLETE,0.3642549818506897,0.8761903810634704,4,0.4045279953583577,8.97217055378808e-05,0.8999458374209849,9,59,0.12462242557660215,93,0.3154438785344138
94,COMPLETE,0.3631024647899251,0.8559212981129706,3,0.6386586741000267,0.0840233020981645,0.5194508944101542,11,26,0.15233800713050533,43,0.3202169388204301
95,COMPLETE,0.3676795295757256,0.8848264271439631,4,0.35612227512600664,4.664924792255839e-05,0.21375963038448176,6,21,0.10632068920685624,96,0.3103046247456983
96,COMPLETE,0.3718688740495597,0.8334676343696983,4,0.4394814276645953,0.009509744430633743,0.428207866239365,8,27,0.08016046270672181,87,0.33532153679872057
97,COMPLETE,0.36928473179593574,0.8910246865922055,5,0.3919882560855461,0.0015123737356829935,0.12275314595233332,14,24,0.0655538102008087,83,0.3250473962554039
98,COMPLETE,0.3706193196487738,0.8745251781513281,1,0.7720092157377371,0.04769183963130936,0.00094642600991787,13,29,0.1173968324739459,99,0.3394810734210182
99,COMPLETE,0.35921335498886015,0.5106487436822456,3,0.34160761126995,0.0001920098030067649,0.9692762288678887,11,34,0.09372123650035924,55,0.3095467209620645
100,COMPLETE,0.3640165059979008,0.8410702927878537,2,0.3729285559504064,0.029452601971031823,0.5818918020230784,12,22,0.21236468572848766,93,0.3370333483879333
101,COMPLETE,0.3734654657861413,0.8626125078151223,4,0.40921454660557915,0.0005166164696590061,0.32704977815787784,10,22,0.231388414072543,90,0.32126882657677513
102,COMPLETE,0.36579673359965625,0.8579680885191356,4,0.38409994659456814,0.0007906234112921293,0.29734911132116815,9,25,0.2350186648481928,98,0.31660197435983295
103,COMPLETE,0.3632941064908881,0.8236410408049484,4,0.4664168399825616,0.0011681914208562939,0.20855546153595847,10,21,0.04911965797402117,91,0.3280968157676123
104,COMPLETE,0.3704116967881632,0.8690359453972691,4,0.4830287433384877,6.142718088260554e-05,0.6816267823321885,12,27,0.248686732371719,96,0.3301982656989717
105,COMPLETE,0.365216141466171,0.8878716453036557,5,0.4296806681550915,0.00028051578769015226,0.41978080147944474,8,23,0.1976333878758359,94,0.32115702051863293
106,COMPLETE,0.3653128941662586,0.8600245287879927,3,0.4476380632927805,0.0006027306354953773,0.08471817130114066,9,20,0.2317186338589882,99,0.3337156559617952
107,COMPLETE,0.3699648293815855,0.899007628153141,4,0.39943428126228503,0.0001674414016437574,0.26632976230882704,13,26,0.21648461587413959,97,0.322926702237625
108,COMPLETE,0.370651223506321,0.8477352673991414,3,0.4108492067435042,0.00043337303790388573,0.0002121793846626133,12,23,0.15749971463688586,79,0.3304884892806198
109,COMPLETE,0.3660944477062979,0.8371509898269287,4,0.5449387117814065,0.14946365279457,0.1306400935487875,11,30,0.24447018852310817,90,0.31930902398470073
110,COMPLETE,0.3664143312753483,0.8109688632295444,5,0.43580501116803294,0.00012522158356370283,0.0407489811461009,14,28,0.1411551096644011,95,0.3271024661800327
111,COMPLETE,0.3687203846614786,0.8644739382865141,4,0.41516999467305216,0.0005406218315208315,0.3702561506688584,10,21,0.28660103312801666,88,0.31808011592914986
112,COMPLETE,0.3712171267823621,0.8744091413541839,4,0.40729950016484673,0.0008070236360174122,0.1693079718131924,10,22,0.36235066867817634,98,0.3347753297283895
113,COMPLETE,0.3649153273405242,0.8816038393846473,4,0.38682976631545374,0.003666458811382783,0.5007663786440272,10,24,0.41316784623097735,92,0.31960990116365373
114,COMPLETE,0.3612416529497529,0.8517441774694529,4,0.42293391461627755,0.019847598066660786,0.3086641755905432,9,25,0.26007393320924727,25,0.318060804223427
115,COMPLETE,0.37072672385267197,0.8690691466857491,3,0.6728047165937973,0.00043103439573858844,0.7254206595606448,12,69,0.30046582775580744,89,0.3179463964286128
116,COMPLETE,0.36569572975267167,0.8914803216074705,4,0.3737140458676241,0.00032736830199104765,0.10210152903770042,11,22,0.13242459740631346,100,0.3299949945581926
117,COMPLETE,0.3686777103919353,0.8797341740322566,3,0.4975207974067126,0.005860357842514333,0.17838736710509626,8,20,0.18338944226425472,94,0.31616394119514013
118,COMPLETE,0.3640294042044061,0.8280722954530254,5,0.45134105361079074,0.0018316811612692644,0.4110178301716361,0,32,0.3152339034338743,96,0.3332937668124092
119,COMPLETE,0.360235590252556,0.7853204931691384,4,0.39435210433597334,0.060601832552991224,0.24600895799498423,7,26,0.27399800443134403,98,0.31508483966811984
120,COMPLETE,0.362552386395754,0.7207545279925146,4,0.5113180098156292,0.0008891861431965658,0.5590431703253215,13,28,0.22444058111954246,86,0.3306766881613118
121,COMPLETE,0.3733289286714719,0.8628503250534453,3,0.5787737475922284,0.0012847431935132548,0.06481573428960422,11,24,0.11659495598799267,100,0.33271340248173487
122,COMPLETE,0.3706564388682447,0.8658822660865773,2,0.5845949572015282,0.0011849324189466054,0.07234951904528156,11,24,0.11805669585623815,100,0.33774932572459637
123,COMPLETE,0.3716584873329467,0.8390556637590127,3,0.5344458345688302,0.002587262617029274,0.025260007961277732,10,22,0.07737257177432544,96,0.3214808013646139
124,COMPLETE,0.3735495186892632,0.8548971311182405,3,0.5637353092075631,0.0007124002576320706,0.3366373166544792,9,20,0.08985954851110559,99,0.3335324345313291
125,COMPLETE,0.36628502139506863,0.8545782188584137,3,0.5630911725164336,0.04203962871819458,0.9860910623551282,9,20,0.10811336139525912,99,0.3315796579138637
126,COMPLETE,0.36885434088750757,0.8916107630979202,3,0.5967436054122878,0.011662264653381467,0.050097344320813315,11,24,0.12504178535538812,98,0.33023512196948135
127,COMPLETE,0.3690448297386205,0.8453948235187121,3,0.5485720880716891,0.0002472486440489175,0.13848747078580106,12,26,0.09940316181868217,93,0.3330119586251432
128,COMPLETE,0.3791120706774047,0.8812800745519815,2,0.5820233914300356,0.0006798979674056168,1.598206399976615e-05,9,30,0.05408536851107504,100,0.3229977914622365
129,COMPLETE,0.3699088122187365,0.8804458951159332,2,0.5553705008941278,0.0006033024693576591,6.664982140177101e-06,8,30,0.02961439801788132,97,0.3213832463427093
130,COMPLETE,0.3641729091745348,0.8979034130169499,2,0.6192228155126486,0.016037322521102088,0.0001130273640725666,9,27,0.09037371563010828,95,0.3237260131654588
131,COMPLETE,0.3700843462330117,0.8584723436755873,2,0.5783410882438982,0.001368772647702949,0.0021251500406837655,9,23,0.05906505521436951,100,0.3415804775540858
132,COMPLETE,0.3655878196243,0.8742358059573846,3,0.6067102861665439,0.0006855103431240347,1.50326224688321e-05,10,25,0.044834148892069964,100,0.3232115483221245
133,COMPLETE,0.3669264883655907,0.8856387174506075,1,0.6366653123678356,0.0003546339562672048,4.616442440887565e-05,7,21,0.07566874769344736,98,0.32171756035970533
134,COMPLETE,0.38117240623677245,0.8626010645645841,2,0.5632052993616454,0.001911625373101024,0.7282032276776574,8,20,0.015828895149000155,97,0.3395934542990059
135,COMPLETE,0.36847997004633104,0.8484762042384123,2,0.5228901559284623,0.002120249002081696,0.0005287481156296542,8,20,0.00937019649996465,96,0.3521042569831402
136,COMPLETE,0.3712586940037996,0.6745824054130429,2,0.5949809231266106,0.0235648196718852,0.6549880957540659,8,22,0.0856941165086637,94,0.3239569699188113
137,COMPLETE,0.36473882119530054,0.8328553932581176,2,0.564862253300565,0.0009338900437865668,0.7695285951635148,6,29,0.024028774163092893,97,0.30874334305930073
138,COMPLETE,0.37484351399581844,0.8739369248470357,2,0.5390753036519624,0.030098254352309273,1.338538751176182e-06,13,20,0.0640858795695371,71,0.3364311411934945
139,COMPLETE,0.366568223192835,0.871984841827718,6,0.5457119902472858,0.03807781952827998,4.073901133737468e-06,9,20,0.06382819654787865,72,0.3379517851777093
140,COMPLETE,0.3639419697637824,0.8229854365093519,2,0.5314751328179321,0.11485317953389886,3.541694776336627e-06,7,23,0.04266081656886514,92,0.30128500478150777
141,COMPLETE,0.36924417962147854,0.8815613953153858,2,0.7064772946867847,0.030085537347742112,0.4934815981707863,13,22,0.02008744734324075,98,0.34225428402205527
142,COMPLETE,0.37790916639383865,0.8900335004681187,2,0.571315907380883,0.008289840959918911,1.0330523480754173e-06,14,25,0.05489487965295928,95,0.340572995582074
143,COMPLETE,0.37281596905627745,0.85936150363785,2,0.5641428758958409,0.006998342894027487,2.717306940922932e-06,14,25,0.07072606995450316,65,0.34115961992962096
144,COMPLETE,0.3694895041680937,0.8898897424144941,1,0.5712549713795312,0.020952735655290797,1.2548111115238355e-06,15,20,0.05888047751761109,91,0.33324733995458367
145,COMPLETE,0.36881094314233737,0.8998974112957855,2,0.5529661793415247,0.011940884673895213,1.288920570903807e-06,13,28,0.05283608069054854,95,0.3286229815220506
146,COMPLETE,0.370398603513421,0.8737656900235404,2,0.5813276188306321,0.0036753421335226108,2.5058856820339064e-05,10,26,0.24301995066661206,51,0.32927965608842646
147,COMPLETE,0.37239936977338906,0.850390532289622,2,0.4036032686908474,0.015538723994927119,1.959272657717225e-06,14,24,0.03993863673656366,94,0.3359480401321179
148,COMPLETE,0.35984335368713927,0.8641198709824759,2,0.4234288050634699,0.00828785909159935,1.5682686121377362e-06,9,21,0.20712266503354235,97,0.33915637982078717
149,COMPLETE,0.3756503234045553,0.8388402053578616,5,0.5078105410101641,0.07220421855529903,4.777087954299535e-06,12,27,0.08684475336536712,93,0.3357529342751001
150,COMPLETE,0.3705589528519029,0.8384002435047091,5,0.520838832868857,0.08634919073375297,8.883780214747221e-06,12,27,0.0010315006763492174,93,0.3236786363991261
151,COMPLETE,0.3699125950040637,0.8821100046183717,5,0.3629745150201304,0.05896023242332912,1.9854294815956414e-06,12,23,0.0998858909559579,99,0.32571549376312436
152,COMPLETE,0.3666062509741327,0.8567263778087869,7,0.5347865265093218,0.02938147198949056,2.587248832360788e-06,13,25,0.07121111862984292,62,0.3251808897842111
153,COMPLETE,0.3600569429756274,0.8443139868002029,5,0.4829241466595133,0.03874842608651976,6.416455311203651e-06,11,31,0.08747465421873946,90,0.3261117888549576
154,COMPLETE,0.3722424850446393,0.8716848986865606,5,0.4917178666108273,0.0016854432605831297,4.702263942897703e-06,12,22,0.03428127562750111,69,0.32807878660894907
155,COMPLETE,0.36469778937849784,0.8881156363797624,4,0.5062310089086756,0.0005221782085246457,0.3454403550514825,8,52,0.10993831466587739,96,0.31644175102490835
156,COMPLETE,0.3708660327489308,0.8154996990547622,3,0.5417431464207025,0.0718546518084251,2.1824841856433444e-06,10,20,0.22355281428735674,98,0.3326714786020828
157,COMPLETE,0.36227843557909234,0.6283643901780045,4,0.5934123690215521,0.023232410643808668,1.5279710591607622e-06,9,26,0.050956893863683815,92,0.3258793361523128
158,COMPLETE,0.36821709979928424,0.8648648879525527,5,0.5623045273572231,0.0052811037973361325,0.2512931895977194,13,23,0.09492676933904479,95,0.3264184332683612
159,COMPLETE,0.3651723189645486,0.8326105775572904,4,0.39712285678417153,0.049912631820074695,1.4330431059676592e-05,20,28,0.23253816238839853,99,0.3215883854825017
160,COMPLETE,0.34684234611658893,0.45032332483084,6,0.5149925541261706,0.0009461922995168875,0.8031163605865455,16,24,0.19893722237964695,97,0.30834985205236376
161,COMPLETE,0.37380823199575,0.8784037179494498,2,0.4660288194072312,0.00019693377234462559,0.43203637351480556,14,22,0.13363816769312228,100,0.33497633404355354
162,COMPLETE,0.3694046047675068,0.8535806214372829,2,0.4751891981557178,0.00018008519301803623,0.4822569072460619,14,22,0.1451638272948036,100,0.3441945001152563
163,COMPLETE,0.3744758908268171,0.8766085743769914,2,0.46155128674581103,0.00042237799409659496,0.5802189795525903,14,21,0.10686822187707065,96,0.3459532245922696
164,COMPLETE,0.3617578044037948,0.8756139267280204,2,0.45480824326658614,0.0002896075626631293,0.5778836407235259,14,97,0.10494102289974293,96,0.31979450083798555
165,COMPLETE,0.3710640213209474,0.8908157371496045,2,0.4961062377159794,0.0007293346806526887,1.0306642180936288e-06,14,21,0.1319896792083513,98,0.34366293979880835
166,COMPLETE,0.37102075522088906,0.8772212505699801,2,0.4615016292314034,0.00010077803095161312,0.6362233652838842,13,44,0.07330100911487511,100,0.3352776415623333
167,COMPLETE,0.35949961346006687,0.5622066293897731,2,0.4443527243617501,0.010989824627511998,0.9995826485448343,15,25,0.08446261511841516,94,0.31905962188386006
168,COMPLETE,0.37403414848351346,0.8824461615034317,1,0.4769182743629151,0.016906170081488498,0.3982722776185048,13,20,0.1151475641960961,98,0.32551998196906473
